ros_rothermel,temp_c,rh_percent,wind_speed,vpd_kpa,slope_deg,fuel_model_encoded,fuel_moisture,correction_factor,ros_observed,zone,fuel_model
3.321840856823945,18.32871929171848,49.78353277034075,6.337123876600413,1.0580796138587907,25.105152848065266,3.0,25.521929036181174,1.1530404483870644,3.8302168710227518,south_africa_fynbos,AF_FYNBOS
4.106800416479246,32.37415096410926,5.0,6.375924205992257,4.613421237440157,6.265780323805309,5.0,15.229031809988681,0.5429113552832006,2.2296285799883604,sahel,GR1
3.499386822725886,33.79389261352932,41.61335549270196,5.702584614063771,3.070273574716338,0.7525181378654331,3.0,18.94492680185622,0.9803752667390321,3.4307122897529445,south_africa_fynbos,AF_FYNBOS
3.1970815322549893,36.87849009172836,13.99361310081195,3.270765625516808,5.361126337355258,0.5931735510824123,4.0,12.909335147439016,0.8840842582517728,2.8264894550140935,sahel,AF_SAHEL_GRASS
2.6961260837744594,32.11272456051594,40.34987620034774,3.313295392507133,2.854346102098227,0.0,2.0,19.65286228870284,1.0731858959884204,2.893444486913244,south_africa_miombo,AF_MIOMBO
4.009536092601217,36.52704415579444,46.78298186747368,6.984015136908064,3.254201003919159,2.79045812069063,5.0,18.211793074622662,1.2595641045524724,5.050267738148071,burkina,GR1
1.2934329775127595,23.234861053917488,42.42555276901823,0.18648484169022428,1.6406386037850753,0.0,2.0,23.574917385145564,1.15170157591152,1.4896487985373745,south_africa_miombo,AF_MIOMBO
1.8756443128087241,26.37311732568028,61.89251164843139,2.2530452100300797,1.3094866225641226,0.0,1.0,24.088971711021664,1.1355549050945468,2.1298970996226374,madagascar,AF_STEPPE
4.5492742485017414,32.078298068204205,31.526880908164827,8.004386257691285,3.2701759040915945,17.965613843289706,3.0,18.616730432950593,1.1860390176214337,5.395616760583492,south_africa_fynbos,AF_FYNBOS
2.386970167641719,36.15214626586388,62.74199212610326,1.5688846562100505,2.2320422008216787,11.805868937327132,1.0,20.80467987135942,0.9875667173985526,2.3572922929862052,madagascar,AF_STEPPE
2.4223105007737917,27.86233418530598,42.57419193778496,1.9214833426041598,2.1533168095787536,18.924535405254723,1.0,21.830474557522514,1.0346865071593698,2.5063319913010984,madagascar,AF_STEPPE
2.3837737965459107,37.63274661172811,28.778530483918004,0.9018886775912134,4.625354517220683,0.967758376066044,5.0,14.673339045775482,1.1625028055499902,2.771143726281173,burkina,GR1
1.6851356851427322,23.450891208781965,51.9143342313044,1.4518300803009732,1.388220747814138,4.809272146319298,3.0,24.18435900958646,1.0621807048797265,1.789918609862888,south_africa_fynbos,AF_FYNBOS
3.0727410085283324,41.774653665925136,71.79404489800264,3.1678781832978693,2.285355528408621,12.579265961137061,6.0,20.109145812385933,0.8023712156211689,2.4654789383018945,madagascar,AF_GRASSLAND_FERTILE
2.7479631075532787,36.27149404886626,19.180932957997438,1.862509319222637,4.873445002401263,3.372246946157428,5.0,14.189238089110212,1.0671079213923071,2.932373199763924,burkina,GR1
3.6689374890465327,24.495009488912935,66.5027323093488,8.697381125647913,1.029616136088845,0.0,3.0,24.976458710886593,1.414386216260174,5.189294612827629,south_africa_fynbos,AF_FYNBOS
3.8192346174218974,38.639165570829334,13.8093063964504,4.890399575973451,5.91024407661416,2.9124765026449397,6.0,11.360473251381666,0.6907439424808747,2.6381131768974364,sahel,AF_GRASSLAND_FERTILE
2.443966175583501,29.89113307370426,64.47607365700807,3.647234194894563,1.4979166719059998,0.0,2.0,23.266095012864575,1.0173238768050605,2.4863051445250446,south_africa_miombo,AF_MIOMBO
2.136830109323429,25.75078514509558,72.10388645952773,1.6611515315323937,0.92398505614976,28.59921286021047,6.0,25.114958845116043,1.0751535285613654,2.297420431975253,madagascar,AF_GRASSLAND_FERTILE
3.1233026121424867,31.7117539351773,19.584337038672665,4.111860952567827,3.761742584180709,0.0,5.0,17.4244681460305,1.1408524784041176,3.5632275258688106,burkina,GR1
2.625753656968876,27.265273035398135,57.16747568488264,4.447215873492652,1.5510532989896375,0.0,2.0,23.39583944898609,1.2295883949367301,3.2285962245716098,south_africa_miombo,AF_MIOMBO
2.4411829704521453,32.09311017780255,39.39608709948022,1.9284728729604483,2.896776234393836,7.5973235334342695,4.0,19.548748396235155,1.1942388212375237,2.9153554730578866,burkina,AF_SAHEL_GRASS
2.9402229493125187,34.97571527674485,16.166766937340967,2.84368284949562,4.707352296308116,0.0,4.0,14.734047731555226,0.6657570830872346,1.9574742543604484,sahel,AF_SAHEL_GRASS
2.4843223325462267,33.52464109225075,82.28014189620978,3.2204619756858244,0.9179026672175965,8.237655209501995,2.0,24.352779222730934,0.9816364192140308,2.4387012786941265,south_africa_miombo,AF_MIOMBO
2.6952712548591906,27.295507227663247,65.46594231224145,4.95051772199481,1.2527642827647338,0.0,2.0,24.138538570321842,1.097136464573826,2.9570803756236717,south_africa_miombo,AF_MIOMBO
2.117293504941706,20.145940082361925,54.86100016261607,3.2858980576717842,1.0650498131878108,8.641854257411751,2.0,25.32278145879428,1.0635291931627957,2.2518034529994804,south_africa_miombo,AF_MIOMBO
2.424514688682457,34.89295049829418,33.90756631014691,1.7298094228973926,3.694235752119403,0.0,4.0,17.275115569872074,0.9926313198360123,2.406649215388666,burkina,AF_SAHEL_GRASS
2.2743697803669294,25.435173411821893,57.078171110214186,3.577976069593255,1.3953132745177113,0.0,2.0,23.96819947252353,1.123248150199755,2.5546816486673767,south_africa_miombo,AF_MIOMBO
3.093329844127856,29.579037924480758,19.594073615966046,4.324256490764085,3.330159070674715,0.652086841712654,5.0,18.716698530865138,0.8244442790382387,2.5502780931694575,burkina,GR1
1.7628316618473254,27.8063024649887,54.8519599674597,1.1922975418779043,1.687411727717207,3.1673437854558095,3.0,23.00084043420811,1.328946521283395,2.3427090046202292,south_africa_fynbos,AF_FYNBOS
4.897348643586529,25.410107506622975,38.85886754142663,11.16864296837975,1.9846349858279104,8.241952657786033,3.0,22.497401784767927,1.1702815167697012,5.731276598766482,south_africa_fynbos,AF_FYNBOS
4.214275377849935,35.70453684035661,15.280681342105666,6.722376492418415,4.952150113154685,3.257120076381851,5.0,14.049171033077625,0.5990485162700139,2.524555412254256,sahel,GR1
3.439047226590504,39.94517978696231,77.1209650998464,5.045153236427557,1.6825452043138576,9.972595865629248,2.0,21.79911901051912,1.3067485911425474,4.493970118219826,south_africa_miombo,AF_MIOMBO
4.449276001570835,31.857151262621468,12.281809222432448,8.153254326520386,4.137253050490132,1.6630116353985294,5.0,16.471152247512528,0.6544615804080764,2.911880203659776,sahel,GR1
3.88531499869692,30.73542205763823,73.66845702648251,7.7692824960148155,1.165266374716679,12.722185863769438,6.0,24.01329185744448,1.0303690404537853,4.003308287068045,madagascar,AF_GRASSLAND_FERTILE
3.638372914142291,32.03558633769823,24.438194281462284,5.936585133573342,3.6000253793682804,0.0,5.0,17.796377917809473,0.7159591618159249,2.604926421983079,sahel,GR1
3.2529027536867785,32.89976267686242,21.39204110956816,4.004534027986691,3.931918887754017,6.023741127166609,5.0,16.880226512928715,0.7809163696026308,2.54024500907948,sahel,GR1
2.689304614278586,33.592726925516594,44.70744045180566,3.1891422417360435,2.875112489784485,0.0,5.0,19.45294608298713,1.3030518882343847,3.5043034556731554,burkina,GR1
2.6978729047336474,31.434242563829855,55.85166898767695,3.6589907101551513,2.0329678547254995,4.349012668618921,2.0,21.774156106803268,1.0125905842301262,2.7318407007828713,south_africa_miombo,AF_MIOMBO
4.23672917643928,26.24558956771432,36.15952864583683,8.048806291063073,2.1773112406197725,18.570154859650472,3.0,21.932162941679138,1.1345522182132548,4.806790485098001,south_africa_fynbos,AF_FYNBOS
3.4755912647690232,21.132955782068365,85.84349507922445,7.240847795631034,0.3549586103753142,30.256204388426976,1.0,26.999307895854876,1.209068256767979,4.202227071732298,madagascar,AF_STEPPE
1.7154835305732057,29.1448926909427,64.17373882390854,1.3332542808838534,1.4471447040079588,0.0,2.0,23.467648970885833,1.1936379694533072,2.047666278063992,south_africa_miombo,AF_MIOMBO
1.4438956286299676,15.717034271133027,54.081615263781444,2.115520714969252,0.8199563931110115,3.2101926610177554,2.0,26.378405590109168,1.123334259638768,1.6219774269826983,south_africa_miombo,AF_MIOMBO
2.7273835540334184,29.501899009625262,93.68476459759955,5.630454165093836,0.26039839076922844,0.0,6.0,26.398814122114402,1.0034079348464238,2.7366782994867718,madagascar,AF_GRASSLAND_FERTILE
3.0908664148556833,28.629644527077417,68.73971812432933,4.14903663274911,1.2256342989752018,30.10351899601864,1.0,24.072949799854253,1.1682287299507228,3.6108389462741988,madagascar,AF_STEPPE
2.9468083777397114,33.33092174320191,28.5004488964616,3.3057340912912005,3.663831990000554,3.6773276078435826,5.0,17.507327850678422,1.1749786623229486,3.462436965798664,burkina,GR1
3.3500733054048575,40.303462315901506,22.374852516219395,3.2065780368233927,5.818577642684362,4.833765186247916,6.0,11.423209661698944,0.6010757016797762,2.013647662724912,sahel,AF_GRASSLAND_FERTILE
3.858311495306689,34.27791180816348,69.66361348397007,6.450712433899104,1.6388092318603547,20.291915478424233,1.0,22.475185739532765,0.9120018964475313,3.5187874008050106,madagascar,AF_STEPPE
2.947581954279638,29.613592801690448,45.07322867737213,3.7790197713617584,2.2794200465673784,14.196433478015466,2.0,21.34009060341251,0.8827109804962097,2.601862956955113,south_africa_miombo,AF_MIOMBO
2.241230660417415,29.623452345929042,55.382249499990934,2.570480225751121,1.852653784965221,2.1368235197767853,5.0,22.406020302994044,1.223127771201448,2.741311462424702,burkina,GR1
5.16229089711743,37.368136938637825,20.54350577938571,9.689403243918008,5.0865923166212506,4.624906740199713,4.0,13.54670551458309,0.7958049567104233,4.108176683907148,sahel,AF_SAHEL_GRASS
2.8359472630975247,40.26435116097526,32.8507511192438,2.0990929781256225,5.022872351687134,1.075466140175639,4.0,13.416384004684641,0.9750478170678091,2.765184188202669,burkina,AF_SAHEL_GRASS
2.1150341296662702,34.13040161607191,37.84803012505976,0.0,3.330104517268594,14.349717505663625,6.0,18.26169854522132,0.8643786186922986,1.8281902794879987,madagascar,AF_GRASSLAND_FERTILE
3.195620615104226,34.967676686026024,33.15816876263728,3.9733398618803246,3.751593976045848,4.340825493260004,4.0,17.12424739128278,1.0829942664585703,3.4608388039346867,burkina,AF_SAHEL_GRASS
2.3565861763189937,37.71776048288515,27.962365218429426,0.430298206363684,4.699965587171775,6.061617122496239,4.0,14.478309983782047,1.162132329062314,2.7386649817216453,burkina,AF_SAHEL_GRASS
2.3419225614349735,29.393615174853306,35.86686809446759,2.1009374655693405,2.6279836181874456,5.031462198309099,2.0,20.490679437046055,1.0636034579956095,2.490876934700173,south_africa_miombo,AF_MIOMBO
2.2300029110621127,27.597112188233975,25.441467018861836,2.0152065727967736,2.752819739226792,0.0,5.0,20.358239433109624,1.152607677038776,2.5703184751090102,burkina,GR1
2.548444952330039,28.96839134182583,52.581603816264305,2.8922711291381455,1.8959612520417704,12.908004232997351,6.0,22.363257735712992,1.2937912531744622,3.297155788521214,madagascar,AF_GRASSLAND_FERTILE
2.735995310204826,28.84986451453654,68.83894223714147,4.539869769828117,1.2374225285433194,5.996528795048907,2.0,24.021457227188044,1.2317761257892632,3.370133703381694,south_africa_miombo,AF_MIOMBO
3.675170761357795,39.38912584240057,22.031135479465064,4.123931823248511,5.566073001991499,9.4423138528932,5.0,12.145904910781198,0.8182795382715206,3.0073170336728494,sahel,GR1
3.666526520699015,36.009428208384115,66.11142170629662,6.757231091142584,2.0143613753017053,0.0,1.0,21.363153740907325,0.9556834582721982,3.5040387451483657,madagascar,AF_STEPPE
3.901874981489494,38.982027148481635,19.938008603261274,5.007798317713943,5.592111218293695,7.490710739192084,4.0,12.121519239417598,0.5749378275849395,2.2433355253655956,sahel,AF_SAHEL_GRASS
2.0828215203273164,26.17936550349959,34.99888675675197,1.729864891073905,2.20824781889705,5.244132269884242,6.0,21.861443902407416,0.8600772662757604,1.7913874393434415,sahel,AF_GRASSLAND_FERTILE
2.5148093372104965,26.82340629046374,55.91257647875662,3.529439963308353,1.5556549559975226,8.696639924118497,2.0,23.42852198095982,1.0194024096223122,2.56360269809307,south_africa_miombo,AF_MIOMBO
1.791137033707358,25.305055414816934,37.67039871917879,0.0,2.0106261489935626,20.129412507914957,3.0,22.442929086034397,1.0725160035005745,1.9210231331136893,south_africa_fynbos,AF_FYNBOS
3.2413899835573323,29.19837487365347,13.002744920074143,4.534949776835555,3.524979271653386,2.5506878012366805,6.0,18.26771433350119,0.7260463651014664,2.353399415438103,sahel,AF_GRASSLAND_FERTILE
4.019567873620895,38.998456112926036,20.690055113590333,5.921818730368322,5.544470899557853,0.0,6.0,12.23897713981277,0.7672473661351739,3.0840028640371933,sahel,AF_GRASSLAND_FERTILE
2.856132251325471,29.86195242474679,20.415971784138925,3.119223677726308,3.350156110149898,6.571362230581426,4.0,18.638414482150576,0.7578895560070318,2.1646328038544254,burkina,AF_SAHEL_GRASS
2.350239695626827,36.299607345678645,7.08963929101885,0.09873521404332308,5.611188783051116,3.8267578520043077,4.0,12.342067307804344,0.5420185682440494,1.2738735548539832,sahel,AF_SAHEL_GRASS
2.3589672113545186,28.435863995078034,66.16052461471428,1.7774315973434727,1.3119313220209832,28.277488927235886,6.0,23.87658529543974,1.1559065786782075,2.7267457184908737,madagascar,AF_GRASSLAND_FERTILE
2.4034238898924496,33.37439161557138,25.355260649821524,0.0,3.834313525537043,24.41284578060475,3.0,17.076777024600254,1.2276476507413685,2.9505576921621475,south_africa_fynbos,AF_FYNBOS
3.1144325407867512,33.80753316307971,31.888010076522058,3.896728923548068,3.584408132407611,3.6958653166782787,6.0,17.658226352673,0.8433902252104136,2.6266819619767787,sahel,AF_GRASSLAND_FERTILE
3.5950953171064794,31.379991016978504,14.674196977795955,5.320791524075942,3.9170517367909787,3.830013940636544,5.0,17.0693715563247,0.8092053235215662,2.909170269170016,sahel,GR1
3.7067721553162443,31.191325421360904,10.903070498515472,5.59655912459411,4.046568120573526,3.863442592756021,5.0,16.764447156430098,0.8941472715817961,3.3144002090513935,sahel,GR1
2.9294964831681103,34.669601006763415,7.889838002375434,2.370409730494602,5.08522952205797,3.1895946852656563,5.0,13.819966094178731,0.6803784100357582,1.9931661594232641,sahel,GR1
2.4577277343600925,33.041004378541444,63.92488945163844,1.4523629610218913,1.818809202743954,25.460876082141873,1.0,22.14887655528597,1.2047370827524064,2.960915740892659,madagascar,AF_STEPPE
2.7794182886712755,31.484583493485236,55.94022219926269,3.6731795749457996,2.034693242284254,8.131873175295047,6.0,21.76480854494084,1.0612388488704894,2.94962666519909,madagascar,AF_GRASSLAND_FERTILE
3.6475786036629634,32.94061516938766,15.575676250887026,5.146775428897532,4.232543079923886,5.6135989516595455,5.0,16.124580783251517,0.62036277034142,2.262821967606444,sahel,GR1
2.280067108840181,25.49606808791203,77.88422682292666,3.8287997285211604,0.721548177524943,6.773302705874916,2.0,25.64652274739644,0.8435569729311928,1.9233665084131997,south_africa_miombo,AF_MIOMBO
2.057273201946268,35.55401609057263,40.473986091167575,0.579884016673812,3.4508153945673405,0.5173526663584234,2.0,17.817559904524384,1.0056878372568134,2.068974637111742,south_africa_miombo,AF_MIOMBO
2.5180576287676937,18.663240868154453,45.8225033565346,4.374256898406932,1.165709922787604,11.542177470161873,2.0,25.219401106215543,1.0238519226981,2.5781181446784216,south_africa_miombo,AF_MIOMBO
2.926280631965578,34.217580863396456,57.689074641182785,4.307641117358611,2.2780375199110448,0.0,1.0,20.88314811388274,0.871530374874935,2.550342456166222,madagascar,AF_STEPPE
