source,fire_id,fuel_model_code,temp_c,rh_percent,wind_speed_ms,wind_dir,slope_pct,slope_aspect_deg,angle_wind_slope,m_1h,m_10h,m_100h,m_live_herb,m_live_woody,latitude,longitude,date,region,continent,ros_measured,ros_rothermel,phi_w,phi_s,phi_eff,beta,beta_opt,gamma,eta_M,eta_S,I_R_kW_m2,xi,tau_min,fireline_intensity,flame_length,delta_ros,correction_factor,bias_profile,bias_source,w_total_kg_m2,w_dead_kg_m2,w_live_kg_m2,delta_m,sigma_m2_m3,mx_percent,h_dead_kj_kg,vpd_kpa,ndvi,ndvi_origin,ndwi,ndwi_origin,lst_c,lst_c_origin
Govender2006,G2006_000,AF_ACACIA_SAVANNA,21.06872553373417,28.52771981384103,4.020945082802012,187.25722665439415,2.9528792956381977,158.08420209802938,29.173024556364766,0.06889743418545899,0.10506123368148634,0.10335799695065166,0.6216100354870413,1.1631117410298883,-24.630235588059854,32.052036194798596,2006-08-07,kruger,africa,22.96825426193525,20.592877882182258,21.32111539989258,0.025679678839263944,21.34354132498137,0.003239024390243903,0.005408132862257171,15.356403683005109,0.5737205264878413,0.4173969279093913,969.6007504166324,0.04452984372946664,0.14969225954176,2988.885863493717,3.076351775206687,2.3753763797529928,1.1153494131972812,savanna_under,Rothermel sous-estime le ROS en savane (Savadogo 2014),0.8300000000000001,0.38,0.45,0.5,10000.0,20,18600,1.7850369922074096,0.1867188777458609,offline,0.04335943887293045,offline,37.06872553373417,offline
Govender2006,G2006_001,AF_ACACIA_SAVANNA,34.58948285704452,43.23499727209958,7.187001225996704,57.5762077168391,0.10409451152666893,247.40755168278633,170.16865603405276,0.13474891500028668,0.14448272176739646,0.12440571712786562,1.3384912493377918,0.7028187962440475,-25.417379026954336,31.813350756518677,2006-06-06,kruger,africa,20.559077047062317,20.291462029992555,24.87505199698013,3.191198811803469e-05,24.87502055363174,0.003239024390243903,0.005408132862257171,15.356403683005109,0.5361138845915155,0.4173969279093913,906.0446695029059,0.04452984372946664,0.14969225954176,2752.0878519013604,2.9617360898835523,0.26761501706976176,1.0131885527358355,savanna_under,Rothermel sous-estime le ROS en savane (Savadogo 2014),0.8300000000000001,0.38,0.45,0.5,10000.0,20,18600,3.120005049997056,0.17425744819256075,offline,0.037128724096280374,offline,50.58948285704452,offline
Govender2006,G2006_002,SH2,27.50536047847234,18.67899612594101,5.501564809649967,106.40669654407115,4.954540236968589,3.227165710684652,103.17953083338651,0.06340855438088228,0.17394963735893826,0.12457075088934041,0.830921121195507,1.187316606420369,-24.66394501424576,31.17400624543858,2006-09-02,kruger,africa,30.61199646901195,31.478990466501386,20.674961111810475,0.013342499650611293,20.67192306337829,0.9049820071971211,0.004994469074718289,3.0489668654672513,0.37590421545112207,0.4173969279093913,20956.98797163505,1.0,0.1358309698612949,89608.34614293226,14.702188781572577,-0.8669939974894376,0.972458011370725,mixed,Pas de biais documenté — conditions mixtes,141.45999999999998,76.3,65.16,0.305,10499.0,15,18608,2.9864492723251623,0.22339519860006782,offline,0.10403711916004069,offline,43.50536047847234,offline
Govender2006,G2006_003,SH2,31.382021068878146,42.918421657137756,6.508090035525353,96.51536321673676,8.572358760107036,211.54045378993794,115.02509057320118,0.06370839347034461,0.07675480180657084,0.21261229511148697,0.913488640411438,1.6154877934963432,-24.14117493657998,30.902921311233833,2006-06-03,kruger,africa,43.63562252644258,46.8814234380231,22.714517249056865,0.039942124148430035,22.697649982509482,0.9049820071971211,0.004994469074718289,3.0489668654672513,0.49855326372169845,0.4173969279093913,27794.779418730897,1.0,0.1358309698612949,176995.74375460966,20.107802043764607,-3.245800911580517,0.9307657346225539,mixed,Pas de biais documenté — conditions mixtes,141.45999999999998,76.3,65.16,0.305,10499.0,15,18608,2.6207460934889033,0.21292254423449072,offline,0.09775352654069444,offline,47.382021068878146,offline
Govender2006,G2006_004,GR3,27.017291598644736,20.646543767760853,2.450922995832255,107.4209171456705,5.811473100359237,275.11036063056883,167.68944348489833,0.051406898382277105,0.17734791156673924,0.14625792708222782,0.7480823329518469,0.83139732818847,-24.59465999617172,32.06827975368619,2006-08-20,kruger,africa,11.225233360741727,14.83007726187818,8.84828846924251,0.04783438567668837,8.801559881617477,0.03716913234706117,0.004832515111649982,5.256285218515568,0.4419530559489522,0.4173969279093913,3489.2051274846676,0.18522923610973388,0.13047180848784293,6751.287426902858,4.4752730442899695,-3.6048439011364533,0.7569234578161657,dry_grass_over,Rothermel surestime ROS en herbes sèches (Cruz 2015),11.62,8.35,3.27,0.61,7874.0,30,18608,2.832092028816137,0.18537396661282055,offline,0.04268698330641027,offline,43.01729159864473,offline
Govender2006,G2006_005,AF_BUSHVELD,35.95241902003748,39.77787419818761,4.7396289762335835,218.29971374353798,0.12803669478021273,42.535987408320786,175.7637263352172,0.12065507841728948,0.10762630663616957,0.1365626384901842,1.4822010864128587,0.6561353343570454,-25.389321197887842,31.562450767842666,2006-07-21,kruger,africa,36.11883482762284,34.00261265849639,22.514422094261125,4.7023627585532486e-05,22.51437519910656,0.003536585365853658,0.0060450951295679236,15.055816070669566,0.5415554363799711,0.4173969279093913,1618.4491980325927,0.0394815028634045,0.17149403906678562,9437.574414665547,5.220805109292604,2.116222169126452,1.0622370460288046,savanna_under,Rothermel sous-estime le ROS en savane (Savadogo 2014),1.45,0.85,0.6,0.8,9000.0,22,19500,3.568465394004906,0.1656340343723723,offline,0.032817017186186154,offline,51.95241902003748,offline
Govender2006,G2006_006,AF_ACACIA_SAVANNA,24.968748979186046,20.45589394608715,7.916078086902537,29.929180329225858,15.017219927138344,213.55531247437514,176.37386785485072,0.10368819647065045,0.10814321182951941,0.1804056353908079,1.4909179835522264,1.7212396919010575,-25.617937400871554,31.182185925010714,2006-08-20,kruger,africa,20.362195564620166,18.48329489526763,24.952962644834763,0.6641669805316494,24.290161656545596,0.003239024390243903,0.005408132862257171,15.356403683005109,0.5391661129736611,0.4173969279093913,911.2030049522025,0.04452984372946664,0.14969225954176,2521.1221022831473,2.8446896144498086,1.8789006693525359,1.1016539897241806,savanna_under,Rothermel sous-estime le ROS en savane (Savadogo 2014),0.8300000000000001,0.38,0.45,0.5,10000.0,20,18600,2.515093758545422,0.1823169272383507,offline,0.04115846361917534,offline,40.968748979186046,offline
Govender2006,G2006_007,GR3,30.845130361090742,41.54110267203308,6.878749924768662,325.5957928873468,23.78088382601637,205.94658589703312,119.6492069903137,0.0904400309129385,0.1464062618995837,0.20124915098213225,0.8010844215911375,0.6765163345975655,-24.552049088938094,31.59439522981536,2006-07-09,kruger,africa,24.781055049012778,33.05961391870266,23.827627435223363,0.8009837761775238,23.44172795879202,0.03716913234706117,0.004832515111649982,5.256285218515568,0.39703257759453925,0.4173969279093913,3134.5593991804712,0.18522923610973388,0.13047180848784293,13520.444311298734,6.159671418953538,-8.278558869689881,0.7495869464765137,dry_grass_over,Rothermel surestime ROS en herbes sèches (Cruz 2015),11.62,8.35,3.27,0.61,7874.0,30,18608,2.6032524653175866,0.15960881288829615,offline,0.02980440644414807,offline,46.84513036109074,offline
Govender2006,G2006_008,AF_ACACIA_SAVANNA,26.47756923402708,36.20865763627314,5.591333395389627,309.6764971646471,10.311007043322297,256.721052865536,52.95544429911109,0.0816087259148412,0.14538084463595136,0.14148348601839297,0.4242695744776891,1.513127445758125,-25.316321656688434,31.822007546034012,2006-10-08,kruger,africa,27.340988535398722,25.035791457789806,24.176998883661796,0.31311247098268263,24.366910725565727,0.003239024390243903,0.005408132862257171,15.356403683005109,0.5703643429348092,0.4173969279093913,963.9287238090488,0.04452984372946664,0.14969225954176,3612.481162565845,3.3565434575951185,2.3051970776089163,1.0920760616454033,savanna_under,Rothermel sous-estime le ROS en savane (Savadogo 2014),0.8300000000000001,0.38,0.45,0.5,10000.0,20,18600,2.205593170877289,0.35659477033352566,offline,0.1282973851667628,offline,39.97756923402708,offline
Govender2006,G2006_009,AF_ACACIA_SAVANNA,27.889477386580836,33.49992689380911,6.134264684260187,188.3953619040327,23.02943043065296,271.1896324167863,82.7942705127536,0.12872433169411399,0.1167119968930516,0.2124506765725005,1.219822591234284,1.1524400962105013,-24.395076257363254,31.082294188114336,2006-06-19,kruger,africa,19.214712839928495,17.99863037798081,24.549017346832603,1.5619408831100243,24.793408473840486,0.003239024390243903,0.005408132862257171,15.356403683005109,0.520916664007339,0.4173969279093913,880.3610207534533,0.04452984372946664,0.14969225954176,2371.917654149216,2.7659703603907166,1.2160824619476855,1.0675652778244404,savanna_under,Rothermel sous-estime le ROS en savane (Savadogo 2014),0.8300000000000001,0.38,0.45,0.5,10000.0,20,18600,2.49752563811208,0.16184303536757383,offline,0.03092151768378691,offline,43.889477386580836,offline
Govender2006,G2006_010,AF_BUSHVELD,33.92621616231301,61.18430648887751,5.2800104139736685,39.833505328108444,13.62923067179788,166.2596240074062,126.42611867929774,0.06156557961220492,0.1293005758286885,0.15356306769742642,1.0573793351973009,1.5334387646514736,-25.873502256575566,31.865408160032803,2006-09-03,kruger,africa,33.89178940570717,30.305446983891336,23.40462964490717,0.5328315154493014,23.09222210426212,0.003536585365853658,0.0060450951295679236,15.055816070669566,0.5448996468769743,0.4173969279093913,1628.4434376493282,0.0394815028634045,0.17149403906678562,8463.351948345857,4.965593994596977,3.5863424218158357,1.1183398622604752,savanna_under,Rothermel sous-estime le ROS en savane (Savadogo 2014),1.45,0.85,0.6,0.8,9000.0,22,19500,2.0562406063471594,0.24200497001877058,offline,0.07100248500938529,offline,49.92621616231301,offline
Govender2006,G2006_011,GR3,35.13630032566781,61.97108242128068,5.4743127208403,325.90771621506354,17.221433166340844,89.38806103992857,123.48034482486503,0.112898570768006,0.11788898328942488,0.12776955715581334,1.2415744960664772,1.0537754452321728,-25.260185824618475,30.860136179891704,2006-06-24,kruger,africa,21.917815745086912,28.338009910775373,21.579027872734933,0.4200551543225256,21.35017895924437,0.03716913234706117,0.004832515111649982,5.256285218515568,0.40129293151521245,0.4173969279093913,3168.194756023958,0.18522923610973388,0.13047180848784293,11713.802595220712,5.766373072365566,-6.420194165688461,0.7734423064321387,dry_grass_over,Rothermel surestime ROS en herbes sèches (Cruz 2015),11.62,8.35,3.27,0.61,7874.0,30,18608,2.154405799691683,0.13727054923602788,offline,0.01863527461801394,offline,51.13630032566781,offline
Govender2006,G2006_012,SH2,30.742788862825336,17.637546989397965,2.0301792979071105,276.5516367566945,19.90182289743509,214.7289071105219,61.822729646172604,0.14748331356896802,0.1511558837520413,0.19447636272064017,1.2173185542895077,1.3912563952618262,-25.239106397041933,30.979004001477367,2006-08-06,kruger,africa,7.211739306993665,7.141954408544223,6.079870560105569,0.21528620142371152,6.184441267818669,0.9049820071971211,0.004994469074718289,3.0489668654672513,0.261826224043235,0.4173969279093913,14597.040422512033,1.0,0.1358309698612949,14160.56839069864,6.292146387688315,0.06978489844944225,1.0097711206845503,mixed,Pas de biais documenté — conditions mixtes,141.45999999999998,76.3,65.16,0.305,10499.0,15,18608,3.6463695093812025,0.21420320891245417,offline,0.0985219253474725,offline,46.742788862825336,offline
